id;age;workclass;fnlwgt;education;education_num;marital_status;occupation;relationship;race;sex;capital_gain;capital_loss;hours_per_week;native_country
12057;17; Private;159849; 11th;7; Never-married; Protective-serv; Own-child; White; Female;0;0;30; United-States
12058;36; Private;183425; Some-college;10; Divorced; Handlers-cleaners; Not-in-family; White; Male;0;0;40; United-States
12059;36; Self-emp-not-inc;125933; Prof-school;15; Never-married; Prof-specialty; Not-in-family; White; Male;0;0;55; United-States
12060;40; Local-gov;180123; HS-grad;9; Married-spouse-absent; Farming-fishing; Own-child; Black; Male;0;0;40; United-States
12061;36; Private;592930; HS-grad;9; Married-civ-spouse; Transport-moving; Husband; Black; Male;0;0;50; United-States
12062;28; Private;183802; HS-grad;9; Married-civ-spouse; Transport-moving; Husband; White; Male;0;0;55; United-States
12063;39; Private;77005; Masters;14; Married-civ-spouse; Prof-specialty; Husband; White; Male;99999;0;40; United-States
12064;49; Private;80914; 5th-6th;3; Never-married; Machine-op-inspct; Not-in-family; White; Male;0;0;45; United-States
12065;63; Self-emp-inc;165667; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;40; United-States
12066;61; Private;123991; Some-college;10; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;0;0;20; United-States
12067;48; Self-emp-inc;181307; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;60; United-States
12068;55; Private;124137; HS-grad;9; Married-spouse-absent; Machine-op-inspct; Not-in-family; White; Male;0;0;40; Poland
12069;18; ?;137363; Some-college;10; Never-married; ?; Own-child; White; Female;0;0;4; United-States
12070;20; Private;291979; HS-grad;9; Married-civ-spouse; Sales; Other-relative; White; Male;0;0;20; United-States
12071;49; Private;91251; HS-grad;9; Married-civ-spouse; Other-service; Husband; Asian-Pac-Islander; Male;0;0;40; China
12072;27; Federal-gov;148153; HS-grad;9; Married-civ-spouse; Handlers-cleaners; Husband; Asian-Pac-Islander; Male;0;0;40; United-States
12073;37; Private;131463; 10th;6; Divorced; Other-service; Unmarried; White; Female;0;0;33; United-States
12074;32; State-gov;127651; HS-grad;9; Married-civ-spouse; Protective-serv; Husband; White; Male;0;0;40; United-States
12075;33; Self-emp-inc;239018; Doctorate;16; Married-civ-spouse; Prof-specialty; Husband; White; Male;0;0;60; United-States
12076;47; Private;276087; Assoc-voc;11; Married-civ-spouse; Other-service; Husband; White; Male;0;0;26; United-States
12077;34; Private;386877; HS-grad;9; Married-civ-spouse; Machine-op-inspct; Husband; Black; Male;0;0;40; United-States
12078;61; Private;210464; HS-grad;9; Divorced; Adm-clerical; Other-relative; Black; Female;0;0;35; United-States
12079;25; Private;632834; HS-grad;9; Never-married; Craft-repair; Own-child; Black; Male;0;0;40; United-States
12080;26; Private;245465; Assoc-acdm;12; Never-married; Sales; Own-child; White; Male;0;0;30; United-States
12081;18; Private;198087; HS-grad;9; Never-married; Sales; Own-child; White; Female;0;0;30; United-States
12082;35; Private;27408; HS-grad;9; Married-civ-spouse; Sales; Husband; White; Male;0;0;50; United-States
12083;36; Private;242713; HS-grad;9; Divorced; Adm-clerical; Unmarried; Black; Female;0;0;40; ?
12084;56; Private;314727; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;35; United-States
12085;40; State-gov;269733; Assoc-voc;11; Never-married; Craft-repair; Not-in-family; White; Male;0;0;40; United-States
12086;24; Private;177287; 12th;8; Never-married; Other-service; Own-child; White; Female;0;0;38; United-States
12087;66; Private;167711; HS-grad;9; Widowed; Sales; Not-in-family; White; Female;0;0;40; United-States
12088;42; Private;112181; HS-grad;9; Married-civ-spouse; Machine-op-inspct; Wife; White; Female;0;0;40; United-States
12089;28; Private;339002; HS-grad;9; Never-married; Transport-moving; Own-child; White; Male;0;0;20; United-States
12090;39; State-gov;24721; Some-college;10; Divorced; Adm-clerical; Unmarried; White; Female;0;0;35; United-States
12091;65; Self-emp-not-inc;37092; Assoc-voc;11; Married-civ-spouse; Farming-fishing; Husband; White; Male;0;0;25; United-States
12092;20; Private;216563; Some-college;10; Never-married; Other-service; Own-child; White; Female;0;0;20; United-States
12093;52; Private;204447; HS-grad;9; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;4386;0;40; United-States
12094;24; ?;151153; Some-college;10; Never-married; ?; Not-in-family; Asian-Pac-Islander; Male;99999;0;50; South
12095;39; Private;187089; Some-college;10; Divorced; Sales; Not-in-family; White; Female;0;0;40; United-States
12096;18; Private;423052; HS-grad;9; Never-married; Machine-op-inspct; Not-in-family; White; Female;0;0;30; United-States
12097;49; Private;169180; 7th-8th;4; Married-civ-spouse; Machine-op-inspct; Wife; White; Female;0;0;40; Hong
12098;21; Private;104981; Some-college;10; Never-married; Prof-specialty; Own-child; White; Male;0;0;48; United-States
12099;35; ?;120074; HS-grad;9; Married-civ-spouse; ?; Husband; White; Male;0;0;30; United-States
12100;38; Private;269323; HS-grad;9; Married-civ-spouse; Adm-clerical; Husband; White; Male;0;0;40; United-States
12101;55; Private;141549; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
12102;27; Private;214858; 10th;6; Married-civ-spouse; Craft-repair; Other-relative; White; Male;0;0;55; United-States
12103;34; Private;173524; HS-grad;9; Separated; Adm-clerical; Unmarried; White; Female;0;0;40; United-States
12104;54; Local-gov;365049; Some-college;10; Never-married; Prof-specialty; Not-in-family; White; Female;0;0;40; Mexico
12105;38; Private;60355; HS-grad;9; Never-married; Adm-clerical; Unmarried; White; Female;0;0;40; United-States
12106;32; Private;86808; HS-grad;9; Divorced; Adm-clerical; Other-relative; White; Female;0;0;40; United-States
12107;33; State-gov;174171; Some-college;10; Separated; Tech-support; Not-in-family; White; Male;0;0;12; United-States
12108;32; Federal-gov;504951; Assoc-acdm;12; Married-civ-spouse; Protective-serv; Husband; White; Male;0;0;50; United-States
12109;34; Private;294064; Masters;14; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;50; France
12110;46; Private;120131; Bachelors;13; Married-civ-spouse; Other-service; Husband; White; Male;0;0;30; United-States
12111;48; Private;199058; Masters;14; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;40; United-States
12112;23; Private;152328; Some-college;10; Never-married; Exec-managerial; Own-child; White; Male;0;0;40; United-States
12113;48; Federal-gov;88564; 7th-8th;4; Married-spouse-absent; Handlers-cleaners; Unmarried; White; Male;0;0;40; United-States
12114;67; Private;95113; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;37; United-States
12115;36; Private;247558; Prof-school;15; Married-civ-spouse; Prof-specialty; Husband; White; Male;5178;0;60; ?
12116;25; Private;178421; Bachelors;13; Never-married; Other-service; Not-in-family; White; Female;0;0;20; United-States
12117;43; Private;484861; Some-college;10; Married-civ-spouse; Craft-repair; Husband; White; Male;4064;0;38; United-States
12118;27; Local-gov;225291; Assoc-acdm;12; Never-married; Prof-specialty; Not-in-family; White; Female;0;0;40; United-States
12119;56; Private;205735; 1st-4th;2; Separated; Machine-op-inspct; Unmarried; White; Male;0;0;40; United-States
12120;54; Self-emp-not-inc;58898; Some-college;10; Married-civ-spouse; Craft-repair; Husband; White; Male;0;1579;48; United-States
12121;39; Private;355468; HS-grad;9; Married-civ-spouse; Sales; Husband; White; Male;0;1887;46; United-States
12122;60; Self-emp-not-inc;184362; HS-grad;9; Married-civ-spouse; Sales; Wife; White; Female;0;0;25; United-States
12123;27; Private;347513; Some-college;10; Never-married; Adm-clerical; Not-in-family; White; Female;0;0;40; United-States
12124;21; Private;138768; Some-college;10; Never-married; Sales; Own-child; White; Male;0;0;40; United-States
12125;24; Private;29810; Some-college;10; Never-married; Prof-specialty; Own-child; White; Female;0;0;40; United-States
12126;31; Private;126501; Some-college;10; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
12127;22; Private;60783; 10th;6; Never-married; Craft-repair; Own-child; White; Male;0;0;15; United-States
12128;26; Private;179772; Bachelors;13; Never-married; Exec-managerial; Not-in-family; White; Female;0;0;45; United-States
12129;45; Self-emp-inc;281911; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;48; United-States
12130;33; Private;70447; HS-grad;9; Never-married; Transport-moving; Other-relative; Asian-Pac-Islander; Male;0;0;40; United-States
12131;55; ?;449576; 5th-6th;3; Married-civ-spouse; ?; Husband; White; Male;0;0;48; Mexico
12132;29; Private;327964; 9th;5; Divorced; Machine-op-inspct; Unmarried; Black; Female;0;0;40; United-States
12133;72; Private;496538; HS-grad;9; Widowed; Adm-clerical; Not-in-family; White; Female;6360;0;40; United-States
12134;35; Self-emp-not-inc;153066; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;60; United-States
12135;53; State-gov;77651; HS-grad;9; Married-civ-spouse; Craft-repair; Husband; White; Male;0;0;40; United-States
12136;40; Private;119493; Some-college;10; Never-married; Exec-managerial; Own-child; White; Female;0;0;40; United-States
12137;20; Private;256240; HS-grad;9; Never-married; Other-service; Own-child; White; Male;0;0;30; United-States
12138;69; Private;177374; HS-grad;9; Widowed; Adm-clerical; Unmarried; White; Female;1848;0;12; United-States
12139;41; Local-gov;37848; HS-grad;9; Never-married; Other-service; Unmarried; White; Female;0;0;25; United-States
12140;45; Private;129336; Masters;14; Married-civ-spouse; Adm-clerical; Husband; White; Male;0;0;45; United-States
12141;27; Private;183511; HS-grad;9; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;0;0;40; United-States
12142;46; Self-emp-inc;120131; Prof-school;15; Married-civ-spouse; Prof-specialty; Husband; White; Male;99999;0;60; United-States
12143;55; Private;190508; Some-college;10; Married-civ-spouse; Transport-moving; Husband; Black; Male;0;0;35; United-States
12144;31; Private;363130; Some-college;10; Married-civ-spouse; Exec-managerial; Husband; Black; Male;0;0;40; United-States
12145;45; Private;240356; Some-college;10; Divorced; Sales; Not-in-family; White; Female;0;0;55; United-States
12146;64; Private;133166; HS-grad;9; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;5; United-States
12147;38; Private;32916; Some-college;10; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;45; United-States
12148;17; Private;117477; 10th;6; Never-married; Other-service; Own-child; White; Male;0;0;40; United-States
12149;33; Private;34748; HS-grad;9; Married-civ-spouse; Adm-clerical; Wife; White; Female;0;1887;20; United-States
12150;22; Private;459463; 12th;8; Married-spouse-absent; Other-service; Unmarried; Black; Female;0;0;50; United-States
12151;23; Private;95989; Some-college;10; Never-married; Other-service; Own-child; White; Female;0;0;30; United-States
12152;25; Private;118088; HS-grad;9; Never-married; Craft-repair; Unmarried; White; Male;0;0;40; United-States
12153;33; Private;150570; Bachelors;13; Married-civ-spouse; Prof-specialty; Husband; White; Male;3103;0;43; United-States
12154;31; ?;505438; HS-grad;9; Married-civ-spouse; ?; Husband; White; Male;0;0;30; Mexico
12155;37; Private;179731; HS-grad;9; Never-married; Other-service; Unmarried; White; Female;0;0;35; United-States
12156;53; Private;122109; HS-grad;9; Separated; Adm-clerical; Unmarried; White; Female;0;1876;38; United-States
12157;28; Local-gov;163942; Some-college;10; Never-married; Protective-serv; Own-child; White; Male;0;0;40; United-States
12158;33; Private;106670; Bachelors;13; Married-civ-spouse; Prof-specialty; Wife; White; Female;0;0;40; United-States
12159;41; Private;123403; HS-grad;9; Married-civ-spouse; Adm-clerical; Husband; White; Male;0;0;40; United-States
12160;61; Self-emp-inc;119986; Bachelors;13; Married-civ-spouse; Sales; Husband; White; Male;0;0;50; United-States
12161;25; Private;66622; Some-college;10; Never-married; Other-service; Own-child; White; Female;0;0;25; United-States
12162;20; ?;40060; Some-college;10; Never-married; ?; Own-child; White; Male;0;0;56; United-States
12163;35; Private;260578; HS-grad;9; Divorced; Exec-managerial; Unmarried; White; Female;0;0;40; United-States
12164;64; Local-gov;96076; Assoc-voc;11; Married-civ-spouse; Exec-managerial; Husband; White; Male;0;0;40; United-States
12165;28; Private;70604; HS-grad;9; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;0;0;38; United-States
12166;39; Self-emp-not-inc;230329; Some-college;10; Never-married; Prof-specialty; Not-in-family; White; Male;0;1564;12; United-States
12167;53; Private;49715; HS-grad;9; Divorced; Transport-moving; Unmarried; White; Male;0;0;40; United-States
12168;28; Private;116531; HS-grad;9; Never-married; Adm-clerical; Not-in-family; White; Female;0;0;40; United-States
12169;38; Federal-gov;214542; Some-college;10; Divorced; Handlers-cleaners; Unmarried; Black; Female;0;0;40; United-States
12170;25; Local-gov;335005; Bachelors;13; Never-married; Prof-specialty; Not-in-family; White; Male;0;0;35; Italy
12171;19; Private;258633; Some-college;10; Never-married; Other-service; Not-in-family; White; Female;0;0;30; United-States
12172;20; Private;203240; Assoc-acdm;12; Never-married; Adm-clerical; Not-in-family; White; Female;0;0;30; United-States
12173;27; Private;104457; Bachelors;13; Never-married; Machine-op-inspct; Not-in-family; Asian-Pac-Islander; Male;0;0;40; ?
12174;55; Local-gov;99131; HS-grad;9; Married-civ-spouse; Prof-specialty; Other-relative; White; Female;0;2246;40; United-States
12175;52; State-gov;125796; Masters;14; Married-civ-spouse; Prof-specialty; Wife; Black; Female;0;1848;40; United-States
12176;21; ?;479482; Some-college;10; Never-married; ?; Own-child; White; Female;0;0;40; United-States
12177;30; Private;167790; HS-grad;9; Never-married; Adm-clerical; Own-child; White; Female;0;0;40; United-States
12178;47; Private;133758; HS-grad;9; Divorced; Exec-managerial; Not-in-family; White; Female;0;1974;40; United-States
12179;22; Private;106843; 10th;6; Never-married; Craft-repair; Other-relative; White; Male;0;0;30; United-States
12180;24; Private;117959; HS-grad;9; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;4386;0;40; United-States
12181;26; Private;174921; Bachelors;13; Never-married; Sales; Not-in-family; White; Female;0;0;40; United-States
12182;27; Private;134152; HS-grad;9; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;0;45; United-States
12183;57; Private;99364; 9th;5; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0;0;40; Puerto-Rico
12184;18; Local-gov;155905; Masters;14; Never-married; Prof-specialty; Own-child; White; Female;0;0;60; United-States
12185;30; Private;467108; Bachelors;13; Never-married; Prof-specialty; Not-in-family; White; Male;0;0;45; United-States
12186;34; Self-emp-not-inc;304622; Bachelors;13; Divorced; Prof-specialty; Unmarried; White; Female;0;0;50; United-States
